timestamp,eval_window_size,maxlen,batch_size,epochs,patience,iterations,shuffle,include_feats,feat_window_size,max_size,sample_weights_size,oversample,include_new_data,tfidf_max_features,scale,normalize,discretize,discretize_size,dis_strategy,weights,model,eval_time,precision,recall,F1,ERDE_5,ERDE_50,median_latency_tps,median_penalty_tps,speed,latency_weighted_f1
11/01/2022 19:23:34,1,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,svm,74.321188758,0.7833333333333333,0.4519230769230769,0.573170731707317,0.25325679837577814,0.14230784277562714,11.0,0.03898023902249159,0.9610197609775084,0.5508283995846694
11/01/2022 19:23:34,2,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,svm,74.321188758,0.8974358974358975,0.33653846153846156,0.48951048951048953,0.248151200039192,0.16544551190696088,14.0,0.05065660333872746,0.9493433966612725,0.46471355081321036
11/01/2022 19:23:34,3,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,svm,74.321188758,0.9615384615384616,0.2403846153846154,0.38461538461538464,0.24643475938467724,0.18734246544719046,15.0,0.054545807509676525,0.9454541924903235,0.36363622788089367
11/01/2022 19:23:35,1,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,bayes,2.1777562549999914,0.8387096774193549,0.25,0.38518518518518513,0.2487081545412454,0.18730334378440736,13.0,0.046765862163709926,0.9532341378362901,0.3671716679073117
11/01/2022 19:23:35,2,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,bayes,2.1777562549999914,0.8333333333333334,0.09615384615384616,0.1724137931034483,0.24701858132180415,0.22338469448775838,15.5,0.05648958243015645,0.9435104175698436,0.16267420992583512
11/01/2022 19:23:35,3,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,bayes,2.1777562549999914,1.0,0.08653846153846154,0.1592920353982301,0.24586193646336427,0.22458628841607742,17.0,0.06231913573607972,0.9376808642639203,0.14936509342257137
11/01/2022 19:33:52,1,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,svm,73.123437449,0.7833333333333333,0.4519230769230769,0.573170731707317,0.25325679837577814,0.14230784277562714,11.0,0.03898023902249159,0.9610197609775084,0.5508283995846694
11/01/2022 19:33:52,2,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,svm,73.123437449,0.8974358974358975,0.33653846153846156,0.48951048951048953,0.248151200039192,0.16544551190696088,14.0,0.05065660333872746,0.9493433966612725,0.46471355081321036
11/01/2022 19:33:52,3,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,svm,73.123437449,0.9615384615384616,0.2403846153846154,0.38461538461538464,0.24643475938467724,0.18734246544719046,15.0,0.054545807509676525,0.9454541924903235,0.36363622788089367
11/01/2022 19:33:53,1,1000,32,100,10,5,True,"['first_prons', 'nssi']",10,20,20,False,False,5000,False,True,True,50,quantile,,bayes,2.936045164999996,0.8387096774193549,0.25,0.38518518518518513,0.2487081545412454,0.18730334378440736,13.0,0.046765862163709926,0.9532341378362901,0.3671716679073117
